Project_ID,Year,CO2_Reduction_Tons
P167498,2021,4919
P167499,2020,929
P167500,2024,374
P167501,2022,3532
P167502,2023,3861
P167503,2019,4927
P167504,2018,4684
P167505,2024,4622
P167506,2019,2824
P167507,2023,2963
P167508,2021,3369
P167509,2021,1904
P167510,2020,656
P167511,2018,4855
P167512,2020,1253
P167513,2023,4497
P167514,2018,478
P167515,2023,1354
P167516,2018,1777
P167517,2018,1720
P167518,2018,2438
P167519,2019,4020
P167520,2019,1919
P167521,2024,3609
P167522,2024,1933
P167523,2021,1296
P167524,2024,4708
P167525,2019,4618
P167526,2019,1438
P167527,2023,3022
P167528,2022,154
P167529,2022,4838
P167530,2021,3739
P167531,2024,3750
P167532,2022,466
P167533,2024,1151
P167534,2021,2682
P167535,2018,4212
P167536,2022,3585
P167537,2021,418
P167538,2022,3526
P167539,2021,1535
P167540,2019,4212
P167541,2019,392
P167542,2022,1560
P167543,2021,3491
P167544,2021,2516
P167545,2019,4030
P167546,2018,89
P167547,2024,338
P167548,2020,4646
P167549,2019,1538
P167550,2024,4316
P167551,2019,1690
P167552,2024,2393
P167553,2018,1155
P167554,2018,2689
P167555,2018,1836
P167556,2023,2401
P167557,2022,3291
P167558,2019,1194
P167559,2022,4877
P167560,2023,2897
P167561,2020,2835
P167562,2019,3908
P167563,2024,2783
P167564,2024,3664
P167565,2024,1272
P167566,2019,734
P167567,2020,3850
P167568,2018,2870
P167569,2022,4770
P167570,2022,2200
P167571,2020,4465
P167572,2023,2606
P167573,2018,4570
P167574,2019,302
P167575,2018,3132
P167576,2019,4195
P167577,2023,240
P167578,2019,3845
P167579,2020,3902
P167580,2022,4573
P167581,2018,3125
P167582,2019,429
P167583,2022,4247
P167584,2021,263
P167585,2024,1496
P167586,2023,488
P167587,2018,3896
P167588,2020,4875
P167589,2022,755
P167590,2019,1896
P167591,2024,3144
P167592,2018,1982
P167593,2022,1337
P167594,2024,723
P167595,2022,4142
P167596,2021,3404
P167597,2024,4268
P167598,2019,3135
P167599,2020,2175
P167600,2019,1536
P167601,2021,4638
P167602,2019,2756
P167603,2018,2211
P167604,2019,1499
P167605,2018,136
P167606,2024,2779
P167607,2018,207
P167608,2018,3772
P167609,2022,2520
P167610,2021,1681
P167611,2020,3217
P167612,2021,2650
P167613,2018,2177
P167614,2020,731
P167615,2019,561
P167616,2019,2577
P167617,2023,1087
P167618,2022,3196
P167619,2023,3899
P167620,2021,1093
P167621,2019,4978
P167622,2021,4693
P167623,2021,875
P167624,2023,851
P167625,2024,4692
P167626,2023,3076
P167627,2022,1953
P167628,2021,407
P167629,2019,1768
P167630,2021,2339
P167631,2024,1254
P167632,2022,3811
P167633,2022,1201
P167634,2019,1585
P167635,2023,400
P167636,2022,1752
P167637,2024,3347
P167638,2019,2443
P167639,2018,2291
P167640,2018,583
P167641,2019,2584
P167642,2022,414
P167643,2023,2668
P167644,2018,3911
P167645,2019,969
P167646,2023,179
P167647,2023,3261
P167648,2018,1318
P167649,2024,1934
P167650,2024,3175
P167651,2021,1243
P167652,2021,2712
P167653,2018,3148
P167654,2019,2754
P167655,2023,1629
P167656,2024,2599
P167657,2023,4695
P167658,2019,377
P167659,2023,685
P167660,2021,3783
P167661,2022,2356
P167662,2024,3678
P167663,2023,115
P167664,2019,4548
P167665,2021,1004
P167666,2019,1283
P167667,2021,2002
P167668,2024,1467
P167669,2022,4285
P167670,2019,3199
P167671,2018,648
P167672,2024,920
P167673,2022,4994
P167674,2020,2472
P167675,2019,819
P167676,2023,4236
P167677,2021,632
P167678,2019,4353
P167679,2018,3552
P167680,2022,728
P167681,2019,817
P167682,2023,928
P167683,2023,3086
P167684,2019,242
P167685,2019,525
P167686,2021,1981
P167687,2024,367
P167688,2022,3162
P167689,2024,3688
P167690,2022,3670
P167691,2024,4343
P167692,2019,1333
P167693,2024,545
P167694,2019,238
P167695,2019,1978
P167696,2020,4418
P167697,2023,517
P167698,2020,4938
P167699,2019,3282
P167700,2024,3623
P167701,2024,4768
P167702,2023,3208
P167703,2023,4783
P167704,2019,3806
P167705,2018,3276
P167706,2018,1808
P167707,2019,534
P167708,2018,1158
P167709,2018,4186
P167710,2020,1831
P167711,2019,195
P167712,2022,567
P167713,2020,1427
P167714,2020,631
P167715,2021,681
P167716,2018,2498
P167717,2021,4313
P167718,2020,2741
P167719,2023,231
P167720,2024,2774
P167721,2019,2605
P167722,2022,235
P167723,2024,4843
P167724,2019,51
P167725,2019,4953
P167726,2018,520
P167727,2020,200
P167728,2021,3193
P167729,2024,3647
P167730,2022,161
P167731,2021,3682
P167732,2023,3401
P167733,2024,772
P167734,2020,4573
P167735,2023,1152
P167736,2022,3985
P167737,2019,3792
P167738,2022,1255
P167739,2022,1753
P167740,2021,1203
P167741,2019,3167
P167742,2024,4544
P167743,2024,3047
P167744,2022,644
P167745,2023,2838
P167746,2023,1018
P167747,2020,2969
P167748,2024,730
P167749,2020,2364
P167750,2021,1114
P167751,2022,343
P167752,2021,756
P167753,2024,3546
P167754,2021,367
P167755,2022,2327
P167756,2023,4398
P167757,2023,3468
P167758,2020,3033
P167759,2019,1035
P167760,2021,2883
P167761,2022,761
P167762,2021,1607
P167763,2023,3035
P167764,2018,3573
P167765,2021,2227
P167766,2021,2347
P167767,2022,1403
P167768,2019,1650
P167769,2022,3564
P167770,2022,2016
P167771,2024,3873
P167772,2018,1583
P167773,2018,4785
P167774,2023,3768
P167775,2020,613
P167776,2020,1433
P167777,2023,3515
P167778,2022,1252
P167779,2019,3103
P167780,2020,4487
P167781,2023,1527
P167782,2019,1488
P167783,2023,2526
P167784,2024,655
P167785,2019,4426
P167786,2023,1322
P167787,2021,2205
P167788,2018,967
P167789,2018,3623
P167790,2023,317
P167791,2024,780
P167792,2024,4769
P167793,2023,1982
P167794,2020,4688
P167795,2018,3763
P167796,2023,1989
P167797,2022,4748
P167798,2019,1174
P167799,2021,4149
P167800,2023,3885
P167801,2023,1738
P167802,2024,3774
P167803,2018,2748
P167804,2023,1395
P167805,2019,4360
P167806,2021,337
P167807,2019,1643
P167808,2019,4699
P167809,2018,4199
P167810,2020,3880
P167811,2023,3343
P167812,2019,4509
P167813,2022,4770
P167814,2024,1600
P167815,2020,3196
P167816,2021,472
P167817,2023,90
P167818,2018,3729
P167819,2018,755
P167820,2021,2784
P167821,2020,3759
P167822,2020,3143
P167823,2021,2319
P167824,2020,3125
P167825,2024,1243
P167826,2021,2735
P167827,2018,2789
P167828,2019,4931
P167829,2018,2470
P167830,2024,1731
P167831,2022,1904
P167832,2024,3080
P167833,2023,911
P167834,2021,3892
P167835,2021,1192
P167836,2023,935
P167837,2021,4836
P167838,2018,2151
P167839,2021,1718
P167840,2020,1240
P167841,2021,731
P167842,2018,3768
P167843,2022,1736
P167844,2021,4037
P167845,2023,1312
P167846,2022,2368
P167847,2023,2318
P167848,2024,4680
P167849,2023,606
P167850,2022,77
P167851,2020,4459
P167852,2023,3622
P167853,2018,3390
P167854,2023,4931
P167855,2024,3578
P167856,2019,758
P167857,2024,4998
P167858,2021,4611
P167859,2020,2768
P167860,2022,1170
P167861,2018,1869
P167862,2018,3132
P167863,2021,2102
P167864,2023,1183
P167865,2021,1112
P167866,2023,995
P167867,2023,2744
P167868,2023,4841
P167869,2021,1553
P167870,2022,991
P167871,2020,2537
P167872,2024,2445
P167873,2023,4479
P167874,2018,3146
P167875,2022,126
P167876,2018,1004
P167877,2022,1124
P167878,2018,2309
P167879,2022,425
P167880,2018,3109
P167881,2020,648
P167882,2024,1043
P167883,2020,4366
P167884,2018,4897
P167885,2020,4367
P167886,2021,1813
P167887,2023,2089
P167888,2022,3119
P167889,2020,2674
P167890,2018,2764
P167891,2019,1789
P167892,2018,440
P167893,2020,2885
P167894,2020,3785
P167895,2022,4511
P167896,2021,2163
P167897,2024,3330
P167898,2024,2181
P167899,2023,4978
P167900,2020,1193
P167901,2018,2511
P167902,2021,2213
P167903,2024,1080
P167904,2020,1878
P167905,2020,3922
P167906,2018,4043
P167907,2020,1235
P167908,2022,4660
P167909,2023,1682
P167910,2022,3531
P167911,2024,4841
P167912,2022,3672
P167913,2021,1209
P167914,2019,415
P167915,2020,2450
P167916,2018,209
P167917,2022,4998
P167918,2018,1754
P167919,2022,2123
P167920,2024,4269
P167921,2022,3932
P167922,2018,2878
P167923,2022,1028
P167924,2018,3717
P167925,2020,2257
P167926,2021,4739
P167927,2024,3203
P167928,2020,4694
P167929,2022,3619
P167930,2022,784
P167931,2019,3258
P167932,2018,2706
P167933,2023,1251
P167934,2019,1805
P167935,2020,1726
P167936,2018,2812
P167937,2018,4503
P167938,2018,4266
P167939,2022,2835
P167940,2020,520
P167941,2018,1717
P167942,2023,735
P167943,2023,2308
P167944,2018,2512
P167945,2019,2763
P167946,2022,475
P167947,2022,4731
P167948,2022,3256
P167949,2020,3000
P167950,2020,2063
P167951,2023,1177
P167952,2018,289
P167953,2020,2759
P167954,2018,3669
P167955,2024,2981
P167956,2020,4773
P167957,2018,2993
P167958,2019,1140
P167959,2021,924
P167960,2020,4982
P167961,2021,181
P167962,2021,1101
P167963,2022,2687
P167964,2020,1543
P167965,2020,68
P167966,2023,277
P167967,2024,4374
P167968,2018,2164
P167969,2021,2847
P167970,2023,288
P167971,2018,2877
P167972,2018,1025
P167973,2021,4789
P167974,2023,629
P167975,2018,2323
P167976,2018,1635
P167977,2021,871
P167978,2023,791
P167979,2022,831
P167980,2024,321
P167981,2024,1720
P167982,2020,2968
P167983,2020,2068
P167984,2019,3640
P167985,2018,1090
P167986,2021,3736
P167987,2021,1543
P167988,2023,3227
P167989,2022,4812
P167990,2019,4379
P167991,2018,4155
P167992,2021,2022
P167993,2019,4895
P167994,2020,4372
P167995,2022,169
P167996,2021,3945
P167997,2022,1627
P167998,2022,2791
P167999,2019,1046
P168000,2024,1898
P168001,2020,1394
P168002,2022,510
P168003,2023,1993
P168004,2021,4132
P168005,2019,1039
P168006,2022,1203
P168007,2018,2059
P168008,2024,4053
P168009,2022,3613
P168010,2022,3778
P168011,2019,2556
P168012,2018,1042
P168013,2023,1610
P168014,2018,140
P168015,2018,1280
P168016,2019,3370
P168017,2020,2914
P168018,2019,905
P168019,2023,2112
P168020,2018,2571
P168021,2021,1777
P168022,2021,3515
P168023,2022,56
P168024,2023,3581
P168025,2019,4668
P168026,2023,854
P168027,2022,4751
P168028,2021,2594
P168029,2022,630
P168030,2018,4404
P168031,2020,1548
P168032,2023,2224
P168033,2024,913
P168034,2022,1020
P168035,2019,277
P168036,2021,110
P168037,2022,1530
P168038,2022,897
P168039,2019,4955
P168040,2023,1258
P168041,2018,785
P168042,2020,4418
P168043,2018,843
P168044,2020,2682
P168045,2023,842
P168046,2019,2891
P168047,2022,1636
P168048,2020,2285
P168049,2019,2022
P168050,2024,4893
P168051,2022,2594
P168052,2018,1909
P168053,2019,873
P168054,2021,3602
P168055,2021,4607
P168056,2022,4688
P168057,2020,2596
P168058,2018,3424
P168059,2024,4859
P168060,2018,3459
P168061,2019,614
P168062,2018,3991
P168063,2024,2331
P168064,2018,4771
P168065,2019,4058
P168066,2021,1676
P168067,2020,488
P168068,2023,3443
P168069,2024,1200
P168070,2024,1756
P168071,2023,1518
P168072,2024,1272
P168073,2021,4938
P168074,2020,342
P168075,2021,2461
P168076,2020,1951
P168077,2022,4656
P168078,2020,2889
P168079,2019,1509
P168080,2019,2515
P168081,2019,2369
P168082,2019,2753
P168083,2020,1520
P168084,2018,1559
P168085,2020,4380
P168086,2024,829
P168087,2022,1944
P168088,2021,3758
P168089,2019,2375
P168090,2024,504
P168091,2024,3352
P168092,2020,1371
P168093,2021,1654
P168094,2024,88
P168095,2018,1552
P168096,2020,3144
P168097,2022,431
P168098,2023,293
P168099,2018,4955
P168100,2023,4015
P168101,2018,1285
P168102,2021,4455
P168103,2020,2757
P168104,2023,467
P168105,2021,1238
P168106,2023,545
P168107,2020,1376
P168108,2020,2274
P168109,2019,1214
P168110,2021,659
P168111,2024,507
P168112,2024,1960
P168113,2021,4645
P168114,2024,3255
P168115,2024,1231
P168116,2018,2287
P168117,2019,1450
P168118,2023,3945
P168119,2019,4856
P168120,2024,4770
P168121,2018,1799
P168122,2021,3194
P168123,2022,959
P168124,2021,4957
P168125,2024,4985
P168126,2023,3436
P168127,2019,754
P168128,2023,4734
P168129,2023,122
P168130,2020,2393
P168131,2021,1942
P168132,2021,3362
P168133,2023,4916
P168134,2023,4226
P168135,2020,3074
P168136,2023,4868
P168137,2023,2136
P168138,2022,3808
P168139,2019,1153
P168140,2023,4965
P168141,2020,1797
P168142,2020,4058
P168143,2020,2593
P168144,2018,1072
P168145,2023,1660
P168146,2021,1956
P168147,2019,573
P168148,2021,2289
P168149,2022,4279
P168150,2021,1489
P168151,2024,188
P168152,2022,2852
P168153,2021,2189
P168154,2024,3015
P168155,2021,1537
P168156,2021,4800
P168157,2023,3404
P168158,2022,938
P168159,2022,3060
P168160,2018,4032
P168161,2022,1280
P168162,2023,1774
P168163,2023,4684
P168164,2020,2372
P168165,2023,1935
P168166,2020,4416
P168167,2020,1103
P168168,2024,690
P168169,2023,3918
P168170,2023,4198
P168171,2023,1964
P168172,2024,1411
P168173,2018,3926
P168174,2019,2471
P168175,2024,4473
P168176,2018,4383
P168177,2018,460
P168178,2022,184
P168179,2020,2698
P168180,2019,857
P168181,2024,172
P168182,2023,1685
P168183,2022,3896
P168184,2022,3881
P168185,2020,3162
P168186,2018,4379
P168187,2019,2662
P168188,2024,3460
P168189,2019,4462
P168190,2022,4805
P168191,2022,3736
P168192,2023,1903
P168193,2021,388
P168194,2022,1405
P168195,2020,180
P168196,2024,4928
P168197,2024,1110
P168198,2022,419
P168199,2018,718
P168200,2018,2631
P168201,2019,498
P168202,2021,3435
P168203,2019,4867
P168204,2023,966
P168205,2021,1758
P168206,2022,186
P168207,2021,619
P168208,2020,4619
P168209,2018,3700
P168210,2019,1346
P168211,2022,4472
P168212,2021,2314
P168213,2019,98
P168214,2018,3355
P168215,2024,4531
P168216,2019,4474
P168217,2019,2487
P168218,2019,2808
P168219,2022,3173
P168220,2022,1929
P168221,2018,938
P168222,2019,709
P168223,2023,4495
P168224,2024,3065
P168225,2020,1145
P168226,2022,3505
P168227,2020,3590
P168228,2021,508
P168229,2023,653
P168230,2021,1618
P168231,2023,4825
P168232,2019,4907
P168233,2021,1195
P168234,2018,3549
P168235,2018,3677
P168236,2023,1980
P168237,2022,2839
P168238,2021,4541
P168239,2024,4779
P168240,2024,981
P168241,2019,4115
P168242,2020,3689
P168243,2022,1170
P168244,2021,429
P168245,2024,541
P168246,2018,1445
P168247,2021,3166
P168248,2019,4010
P168249,2018,3774
P168250,2021,1629
P168251,2020,976
P168252,2024,1410
P168253,2022,1985
P168254,2024,2814
P168255,2021,4662
P168256,2019,1975
P168257,2018,1481
P168258,2019,3963
P168259,2021,3400
P168260,2022,1773
P168261,2024,3273
P168262,2019,2585
P168263,2021,1091
P168264,2020,2635
P168265,2023,4076
P168266,2020,3119
P168267,2023,2201
P168268,2019,4009
P168269,2019,2666
P168270,2022,2094
P168271,2021,4624
P168272,2024,2375
P168273,2024,1387
P168274,2019,1703
P168275,2022,4463
P168276,2018,2162
P168277,2023,1014
P168278,2023,3305
P168279,2021,2687
P168280,2024,2419
P168281,2022,80
P168282,2021,2647
P168283,2023,4588
P168284,2024,3077
P168285,2020,3256
P168286,2020,1196
P168287,2018,4771
P168288,2021,709
P168289,2019,4918
P168290,2022,1768
P168291,2024,2164
P168292,2022,4805
P168293,2021,2015
P168294,2018,3889
P168295,2018,1047
P168296,2019,4258
P168297,2019,1730
P168298,2022,3525
P168299,2020,1421
P168300,2021,2069
P168301,2020,3344
P168302,2018,3092
P168303,2019,352
P168304,2021,1880
P168305,2019,2272
P168306,2020,4214
P168307,2021,1225
P168308,2019,2235
P168309,2021,1462
P168310,2024,4569
P168311,2019,2136
P168312,2022,2458
P168313,2022,1360
P168314,2021,1175
P168315,2024,4666
P168316,2019,2708
P168317,2020,3406
P168318,2020,3057
P168319,2024,2944
P168320,2021,1020
P168321,2020,1469
P168322,2018,3383
P168323,2024,3676
P168324,2018,4504
P168325,2022,4193
P168326,2021,1420
P168327,2019,175
P168328,2019,3181
P168329,2024,2998
P168330,2018,1084
P168331,2023,2237
P168332,2024,400
P168333,2023,375
P168334,2023,343
P168335,2022,2696
P168336,2020,1756
P168337,2022,3670
P168338,2019,4873
P168339,2020,3989
P168340,2022,1173
P168341,2022,2143
P168342,2023,1823
P168343,2020,2190
P168344,2019,672
P168345,2020,3346
P168346,2021,3502
P168347,2023,2863
P168348,2020,2487
P168349,2022,4878
P168350,2019,3989
P168351,2018,2525
P168352,2024,4054
P168353,2020,3999
P168354,2022,1091
P168355,2023,106
P168356,2022,3639
P168357,2020,4192
P168358,2023,1546
P168359,2021,1114
P168360,2023,1159
P168361,2024,2491
P168362,2022,1235
P168363,2023,2130
P168364,2020,2815
P168365,2023,575
P168366,2019,4712
P168367,2023,2420
P168368,2018,4395
P168369,2020,3359
P168370,2018,475
P168371,2024,3207
P168372,2024,1127
P168373,2021,4209
P168374,2020,1868
P168375,2021,3855
P168376,2022,686
P168377,2018,2755
P168378,2023,2623
P168379,2019,1692
P168380,2019,2283
P168381,2023,812
P168382,2019,506
P168383,2018,1660
P168384,2023,3008
P168385,2022,4142
P168386,2022,4604
P168387,2024,1420
P168388,2024,3743
P168389,2024,3950
P168390,2024,1735
P168391,2021,1161
P168392,2022,4989
P168393,2020,2114
P168394,2019,896
P168395,2024,1589
P168396,2020,4666
P168397,2020,2552
P168398,2024,1143
P168399,2020,1001
P168400,2023,4108
P168401,2021,2087
P168402,2021,1358
P168403,2021,3582
P168404,2022,3178
P168405,2019,2940
P168406,2024,3477
P168407,2022,2566
P168408,2018,4076
P168409,2018,217
P168410,2023,2291
P168411,2019,1174
P168412,2023,4793
P168413,2023,2921
P168414,2023,669
P168415,2023,4497
P168416,2022,195
P168417,2019,3467
P168418,2021,4799
P168419,2018,1006
P168420,2021,118
P168421,2023,2636
P168422,2021,3498
P168423,2021,2767
P168424,2023,3399
P168425,2020,4754
P168426,2018,170
P168427,2020,4687
P168428,2021,2586
P168429,2023,3522
P168430,2023,1756
P168431,2021,733
P168432,2024,4093
P168433,2022,2796
P168434,2023,2415
P168435,2022,3554
P168436,2021,949
P168437,2022,372
P168438,2020,4888
P168439,2020,2550
P168440,2019,3039
P168441,2019,4243
P168442,2020,869
P168443,2023,638
P168444,2023,2707
P168445,2022,3125
P168446,2020,2715
P168447,2024,3419
P168448,2019,3286
P168449,2024,2662
P168450,2021,956
P168451,2022,4414
P168452,2024,2872
P168453,2019,147
P168454,2023,1173
P168455,2019,790
P168456,2020,1606
P168457,2024,2916
P168458,2021,923
P168459,2020,2867
P168460,2023,4856
P168461,2020,2751
P168462,2019,2482
P168463,2024,2792
P168464,2022,114
P168465,2024,2837
P168466,2024,4922
P168467,2023,2119
P168468,2023,4007
P168469,2022,264
P168470,2023,4654
P168471,2020,2869
P168472,2021,2886
P168473,2021,1045
P168474,2023,3690
P168475,2019,1282
P168476,2020,319
P168477,2022,1904
P168478,2024,3827
P168479,2020,3030
P168480,2024,1304
P168481,2018,430
P168482,2018,765
P168483,2024,601
P168484,2019,3882
P168485,2020,1807
P168486,2021,1012
P168487,2023,4365
P168488,2021,2756
P168489,2018,4604
P168490,2019,3298
P168491,2021,568
P168492,2024,457
P168493,2018,486
P168494,2020,2953
P168495,2024,1742
P168496,2022,3696
P168497,2024,2208
P168498,2023,2211
P168499,2021,3041
P168500,2021,3621
P168501,2018,2356
P168502,2019,3295
P168503,2021,2664
P168504,2020,4836
P168505,2023,833
P168506,2024,1562
P168507,2023,1627
P168508,2018,1870
P168509,2020,3077
P168510,2024,1671
P168511,2019,1142
P168512,2021,822
P168513,2020,1453
P168514,2024,1667
P168515,2023,1220
P168516,2020,133
P168517,2024,2364
P168518,2019,799
P168519,2019,3415
P168520,2024,4965
P168521,2018,172
P168522,2024,3921
P168523,2023,3823
P168524,2024,3242
P168525,2019,3024
P168526,2018,2645
P168527,2020,4709
P168528,2018,4210
P168529,2023,4836
P168530,2024,1728
P168531,2022,3534
P168532,2022,1475
P168533,2024,1677
P168534,2021,515
P168535,2021,4514
P168536,2018,4656
P168537,2020,893
P168538,2023,1364
P168539,2022,4096
P168540,2018,136
P168541,2021,3262
P168542,2023,3383
P168543,2018,1921
P168544,2021,4838
P168545,2022,4291
P168546,2019,1545
P168547,2021,2201
P168548,2019,4525
P168549,2020,1629
P168550,2021,2845
P168551,2024,4896
P168552,2019,3933
P168553,2021,3953
P168554,2022,4274
P168555,2022,4042
P168556,2020,496
P168557,2018,2267
P168558,2023,1412
P168559,2024,856
P168560,2019,3926
P168561,2022,3984
P168562,2023,4776
P168563,2019,1990
P168564,2021,1970
P168565,2024,2129
P168566,2021,1774
P168567,2020,1806
P168568,2022,3093
P168569,2022,1633
P168570,2024,1004
P168571,2022,2654
P168572,2018,3745
P168573,2021,4071
P168574,2023,2177
P168575,2018,4697
P168576,2024,1422
P168577,2019,556
P168578,2021,4204
P168579,2019,4774
P168580,2024,1020
P168581,2024,563
P168582,2019,4100
P168583,2023,4484
P168584,2021,4225
P168585,2023,4061
P168586,2018,3443
P168587,2019,1635
P168588,2023,4224
P168589,2023,3309
P168590,2018,2763
P168591,2022,2995
P168592,2024,3348
P168593,2020,2315
P168594,2024,4126
P168595,2018,2707
P168596,2020,3403
P168597,2018,1811
P168598,2023,2257
P168599,2020,73
P168600,2019,4923
P168601,2023,4296
P168602,2019,3951
P168603,2022,2157
P168604,2023,1685
P168605,2023,3323
P168606,2022,959
P168607,2019,1036
P168608,2024,2506
P168609,2021,3135
P168610,2019,337
P168611,2018,882
P168612,2023,4917
P168613,2024,363
P168614,2019,1680
P168615,2019,3469
P168616,2018,2396
P168617,2022,2560
P168618,2023,1905
P168619,2021,3036
P168620,2024,2792
P168621,2019,3401
P168622,2020,681
P168623,2018,4285
P168624,2018,2383
P168625,2021,4253
P168626,2019,239
P168627,2020,1403
P168628,2024,4071
P168629,2020,4504
P168630,2021,313
P168631,2018,4425
P168632,2019,1930
P168633,2020,3293
P168634,2020,2658
P168635,2024,754
P168636,2018,2494
P168637,2019,2448
P168638,2021,3257
P168639,2021,3061
P168640,2021,1034
P168641,2018,4371
P168642,2019,4104
P168643,2019,1819
P168644,2022,4377
P168645,2020,942
P168646,2018,4690
P168647,2022,1489
P168648,2019,1701
P168649,2019,1177
P168650,2021,4544
P168651,2018,1003
P168652,2022,3946
P168653,2023,3862
P168654,2018,2660
P168655,2020,2403
P168656,2018,4610
P168657,2021,3453
P168658,2022,872
P168659,2024,1505
P168660,2020,357
P168661,2022,4005
P168662,2019,4211
P168663,2020,2720
P168664,2019,2903
P168665,2019,440
P168666,2022,3783
P168667,2020,4758
P168668,2018,1042
P168669,2020,2883
P168670,2021,4571
P168671,2018,4244
P168672,2018,2510
P168673,2020,1217
P168674,2022,1569
P168675,2019,3449
P168676,2023,2717
P168677,2019,660
P168678,2019,4067
P168679,2019,4083
P168680,2019,4947
P168681,2024,1395
P168682,2019,4131
P168683,2022,4237
P168684,2020,3368
P168685,2022,1140
P168686,2021,1451
P168687,2023,428
P168688,2024,4283
P168689,2023,689
P168690,2024,132
P168691,2018,62
P168692,2023,456
P168693,2019,680
P168694,2024,1314
P168695,2020,2982
P168696,2022,2717
P168697,2021,1403
P168698,2018,4691
P168699,2021,1488
P168700,2020,3134
P168701,2021,117
P168702,2021,201
P168703,2018,2583
P168704,2019,788
P168705,2021,1602
P168706,2023,160
P168707,2020,3759
P168708,2023,3646
P168709,2024,4217
P168710,2021,4452
P168711,2024,2622
P168712,2020,4305
P168713,2018,4243
P168714,2023,1571
P168715,2021,2060
P168716,2018,60
P168717,2018,1157
P168718,2019,816
P168719,2019,3548
P168720,2022,66
P168721,2019,4019
P168722,2019,3481
P168723,2022,3296
P168724,2019,4111
P168725,2018,3865
P168726,2024,4428
P168727,2020,845
P168728,2021,1831
P168729,2024,629
P168730,2020,2117
P168731,2018,3819
P168732,2018,2219
P168733,2022,4293
P168734,2020,3401
P168735,2023,1010
P168736,2024,3180
P168737,2018,3030
P168738,2023,1137
P168739,2023,3198
P168740,2024,4530
P168741,2022,3415
P168742,2021,3556
P168743,2024,4327
P168744,2020,3897
P168745,2023,72
P168746,2019,279
P168747,2024,1730
P168748,2019,2154
P168749,2022,2578
P168750,2018,2430
P168751,2021,4934
P168752,2020,1171
P168753,2018,4587
P168754,2019,4855
P168755,2019,307
P168756,2022,4942
P168757,2024,1457
P168758,2021,4511
P168759,2018,2514
P168760,2024,3336
P168761,2019,376
P168762,2022,4782
P168763,2020,1053
P168764,2024,3008
P168765,2023,1213
P168766,2023,4708
P168767,2019,824
P168768,2021,2050
P168769,2018,4443
P168770,2023,4780
P168771,2020,2547
P168772,2020,2616
P168773,2019,1152
P168774,2022,227
P168775,2019,4040
P168776,2020,1033
P168777,2019,2094
P168778,2019,3899
P168779,2022,3722
P168780,2021,4896
P168781,2024,2231
P168782,2018,1549
P168783,2019,2005
P168784,2022,1445
P168785,2022,1750
P168786,2024,2164
P168787,2020,1438
P168788,2018,205
P168789,2021,2086
P168790,2020,747
P168791,2018,364
P168792,2024,2611
P168793,2019,2945
P168794,2021,3119
P168795,2019,4796
P168796,2022,4848
P168797,2024,2072
P168798,2018,4076
P168799,2018,2906
P168800,2024,2699
P168801,2021,2124
P168802,2021,300
P168803,2018,513
P168804,2018,4884
P168805,2018,3733
P168806,2018,280
P168807,2018,264
P168808,2023,2439
P168809,2022,3594
P168810,2024,1686
P168811,2020,1573
P168812,2019,3235
P168813,2019,2786
P168814,2018,60
P168815,2018,2502
P168816,2019,3589
P168817,2022,280
P168818,2018,4496
P168819,2022,3302
P168820,2022,2159
P168821,2018,4912
P168822,2020,2782
P168823,2019,297
P168824,2022,3256
P168825,2021,265
P168826,2020,3806
P168827,2023,2269
P168828,2023,405
P168829,2018,3520
P168830,2020,1920
P168831,2024,549
P168832,2018,2546
P168833,2020,2767
P168834,2020,965
P168835,2018,1935
P168836,2018,3123
P168837,2023,3068
P168838,2023,2377
P168839,2020,4606
P168840,2020,1601
P168841,2022,2138
P168842,2021,1054
P168843,2020,2060
P168844,2021,2568
P168845,2024,4121
P168846,2019,2000
P168847,2022,3485
P168848,2020,110
P168849,2022,3246
P168850,2018,4190
P168851,2018,1586
P168852,2020,889
P168853,2023,1425
P168854,2020,2033
P168855,2024,4913
P168856,2024,1343
P168857,2024,3481
P168858,2020,3503
P168859,2022,4437
P168860,2018,1326
P168861,2020,4103
P168862,2024,63
P168863,2020,308
P168864,2021,3084
P168865,2021,2116
P168866,2021,763
P168867,2019,3335
P168868,2024,4547
P168869,2024,2536
P168870,2022,4044
P168871,2019,2035
P168872,2021,2324
P168873,2021,839
P168874,2023,959
P168875,2021,829
P168876,2020,1551
P168877,2021,3463
P168878,2024,4360
P168879,2018,3384
P168880,2023,2926
P168881,2019,2593
P168882,2018,3107
P168883,2022,1614
P168884,2020,1306
P168885,2023,2499
P168886,2021,4666
P168887,2023,2496
P168888,2020,2918
P168889,2024,1851
P168890,2018,3082
P168891,2018,2815
P168892,2024,745
P168893,2021,424
P168894,2023,1265
P168895,2018,1815
P168896,2018,349
P168897,2019,4835
P168898,2018,245
P168899,2019,4080
P168900,2022,3497
P168901,2024,3296
P168902,2019,2483
P168903,2018,4655
P168904,2019,1754
P168905,2024,2268
P168906,2021,1038
P168907,2024,1819
P168908,2024,2375
P168909,2020,4112
P168910,2024,1505
P168911,2024,948
P168912,2019,967
P168913,2021,2375
P168914,2024,3455
P168915,2022,1016
P168916,2019,306
P168917,2020,4174
P168918,2020,2919
P168919,2019,3701
P168920,2023,1333
P168921,2020,990
P168922,2019,3038
