Project_ID,ROI_Percentage
P161098,11.03
P161099,13.1
P161100,6.55
P161101,10.64
P161102,17.1
P161103,15.59
P161104,16.27
P161105,7.49
P161106,10.43
P161107,4.61
P161108,15.25
P161109,14.38
P161110,7.31
P161111,8.62
P161112,6.88
P161113,13.51
P161114,4.79
P161115,17.13
P161116,16.22
P161117,10.27
P161118,17.45
P161119,17.78
P161120,7.12
P161121,17.84
P161122,16.24
P161123,4.64
P161124,13.28
P161125,5.0
P161126,6.31
P161127,10.34
P161128,10.14
P161129,4.01
P161130,12.51
P161131,16.08
P161132,14.85
P161133,11.42
P161134,13.91
P161135,16.39
P161136,13.39
P161137,9.35
P161138,7.23
P161139,9.44
P161140,5.29
P161141,5.79
P161142,12.06
P161143,8.67
P161144,10.81
P161145,8.75
P161146,11.0
P161147,12.69
P161148,16.25
P161149,4.45
P161150,9.61
P161151,4.75
P161152,17.98
P161153,16.12
P161154,15.51
P161155,8.3
P161156,17.56
P161157,10.19
P161158,16.99
P161159,7.35
P161160,12.3
P161161,16.23
P161162,9.41
P161163,8.01
P161164,7.14
P161165,4.79
P161166,4.15
P161167,14.12
P161168,7.87
P161169,13.19
P161170,17.85
P161171,6.63
P161172,16.07
P161173,13.72
P161174,13.61
P161175,11.77
P161176,4.41
P161177,17.66
P161178,16.13
P161179,5.18
P161180,14.22
P161181,16.76
P161182,11.79
P161183,8.35
P161184,7.45
P161185,15.42
P161186,7.26
P161187,14.98
P161188,6.0
P161189,16.23
P161190,13.58
P161191,9.08
P161192,17.77
P161193,7.5
P161194,15.32
P161195,12.14
P161196,12.64
P161197,12.09
P161198,9.36
P161199,10.78
P161200,16.87
P161201,17.49
P161202,8.52
P161203,10.87
P161204,11.66
P161205,16.15
P161206,15.01
P161207,6.5
P161208,10.3
P161209,13.05
P161210,4.8
P161211,10.12
P161212,4.23
P161213,11.0
P161214,4.17
P161215,13.17
P161216,4.22
P161217,14.96
P161218,10.55
P161219,12.1
P161220,10.48
P161221,6.03
P161222,9.11
P161223,17.77
P161224,15.47
P161225,13.04
P161226,17.99
P161227,5.27
P161228,15.52
P161229,5.81
P161230,10.03
P161231,11.51
P161232,5.44
P161233,7.71
P161234,16.56
P161235,4.77
P161236,14.44
P161237,14.85
P161238,9.09
P161239,17.67
P161240,6.2
P161241,5.93
P161242,16.66
P161243,16.53
P161244,13.74
P161245,10.04
P161246,5.85
P161247,13.0
P161248,13.28
P161249,12.71
P161250,6.14
P161251,8.98
P161252,10.52
P161253,13.61
P161254,17.79
P161255,14.81
P161256,4.89
P161257,17.29
P161258,13.79
P161259,7.29
P161260,8.27
P161261,13.02
P161262,12.41
P161263,9.69
P161264,14.79
P161265,16.74
P161266,4.71
P161267,16.94
P161268,12.9
P161269,13.42
P161270,7.44
P161271,4.26
P161272,7.11
P161273,17.42
P161274,9.91
P161275,11.79
P161276,12.32
P161277,8.79
P161278,7.14
P161279,13.22
P161280,13.47
P161281,11.1
P161282,11.7
P161283,12.99
P161284,8.59
P161285,8.18
P161286,15.7
P161287,7.06
P161288,7.33
P161289,7.67
P161290,4.15
P161291,7.87
P161292,13.83
P161293,6.0
P161294,4.66
P161295,8.6
P161296,14.11
P161297,4.81
P161298,14.89
P161299,15.55
P161300,15.29
P161301,14.54
P161302,12.59
P161303,10.54
P161304,15.51
P161305,10.97
P161306,6.5
P161307,13.41
P161308,12.44
P161309,5.01
P161310,13.93
P161311,10.92
P161312,7.51
P161313,10.0
P161314,8.05
P161315,17.32
P161316,6.69
P161317,7.84
P161318,17.42
P161319,14.31
P161320,8.34
P161321,15.34
P161322,14.89
P161323,15.06
P161324,16.33
P161325,6.45
P161326,5.21
P161327,6.76
P161328,9.47
P161329,11.01
P161330,7.92
P161331,4.23
P161332,16.85
P161333,10.35
P161334,6.6
P161335,4.45
P161336,4.24
P161337,10.45
P161338,6.94
P161339,12.98
P161340,4.64
P161341,6.68
P161342,15.32
P161343,6.64
P161344,11.56
P161345,15.26
P161346,9.94
P161347,9.24
P161348,12.52
P161349,15.97
P161350,9.84
P161351,5.1
P161352,10.45
P161353,4.92
P161354,7.6
P161355,13.42
P161356,11.37
P161357,16.86
P161358,11.52
P161359,16.03
P161360,9.17
P161361,15.9
P161362,12.66
P161363,4.48
P161364,13.36
P161365,13.1
P161366,8.88
P161367,16.14
P161368,9.3
P161369,9.8
P161370,10.39
P161371,15.15
P161372,6.27
P161373,9.59
P161374,4.72
P161375,7.74
P161376,5.28
P161377,4.71
P161378,11.41
P161379,12.4
P161380,9.43
P161381,4.26
P161382,12.24
P161383,5.86
P161384,12.62
P161385,12.16
P161386,5.2
P161387,5.37
P161388,17.18
P161389,6.21
P161390,16.93
P161391,7.56
P161392,8.12
P161393,15.07
P161394,8.05
P161395,15.14
P161396,5.16
P161397,15.83
P161398,6.07
P161399,11.52
P161400,4.46
P161401,17.03
P161402,8.9
P161403,8.5
P161404,16.17
P161405,17.82
P161406,8.86
P161407,8.59
P161408,9.44
P161409,11.19
P161410,4.04
P161411,9.24
P161412,17.11
P161413,16.39
P161414,11.72
P161415,16.46
P161416,4.05
P161417,5.48
P161418,7.5
P161419,8.58
P161420,7.87
P161421,5.33
P161422,11.62
P161423,4.31
P161424,17.07
P161425,5.82
P161426,10.57
P161427,12.12
P161428,15.04
P161429,15.93
P161430,10.0
P161431,4.77
P161432,6.82
P161433,9.92
P161434,11.54
P161435,10.25
P161436,14.55
P161437,5.66
P161438,11.32
P161439,17.38
P161440,6.63
P161441,11.48
P161442,6.96
P161443,17.38
P161444,8.04
P161445,17.72
P161446,11.07
P161447,10.19
P161448,11.43
P161449,11.27
P161450,9.79
P161451,17.65
P161452,9.05
P161453,8.1
P161454,13.05
P161455,15.39
P161456,14.73
P161457,15.72
P161458,7.68
P161459,17.64
P161460,10.11
P161461,15.43
P161462,5.82
P161463,8.97
P161464,9.5
P161465,15.73
P161466,11.24
P161467,7.61
P161468,9.58
P161469,15.87
P161470,12.53
P161471,6.09
P161472,15.75
P161473,4.86
P161474,9.23
P161475,16.76
P161476,4.66
P161477,16.08
P161478,8.3
P161479,17.96
P161480,5.26
P161481,7.48
P161482,16.37
P161483,13.74
P161484,8.43
P161485,12.7
P161486,6.67
P161487,6.7
P161488,7.15
P161489,6.58
P161490,7.5
P161491,4.83
P161492,12.95
P161493,16.78
P161494,12.04
P161495,8.68
P161496,17.13
P161497,5.42
P161498,11.8
P161499,17.92
P161500,7.38
P161501,13.43
P161502,7.27
P161503,8.54
P161504,9.13
P161505,13.28
P161506,16.79
P161507,10.85
P161508,10.8
P161509,9.23
P161510,15.68
P161511,12.84
P161512,16.58
P161513,13.89
P161514,5.6
P161515,14.93
P161516,13.49
P161517,7.2
P161518,13.44
P161519,5.21
P161520,15.37
P161521,7.46
P161522,14.16
P161523,15.32
P161524,10.11
P161525,15.07
P161526,13.81
P161527,10.38
P161528,13.39
P161529,10.61
P161530,16.75
P161531,16.32
P161532,6.94
P161533,6.21
P161534,15.95
P161535,12.27
P161536,14.08
P161537,12.79
P161538,4.45
P161539,10.57
P161540,12.71
P161541,17.26
P161542,10.9
P161543,4.32
P161544,16.02
P161545,7.3
P161546,8.34
P161547,5.08
P161548,5.55
P161549,16.22
P161550,4.95
P161551,11.71
P161552,5.98
P161553,14.06
P161554,7.19
P161555,6.0
P161556,17.87
P161557,16.84
P161558,13.83
P161559,12.19
P161560,4.57
P161561,10.43
P161562,4.95
P161563,15.49
P161564,8.4
P161565,13.4
P161566,7.8
P161567,5.69
P161568,17.32
P161569,7.08
P161570,9.72
P161571,5.34
P161572,17.51
P161573,5.17
P161574,6.94
P161575,17.71
P161576,8.06
P161577,11.32
P161578,7.43
P161579,13.63
P161580,16.26
P161581,4.45
P161582,7.42
P161583,7.57
P161584,17.62
P161585,10.21
P161586,9.25
P161587,12.53
P161588,16.69
P161589,11.6
P161590,16.23
P161591,16.45
P161592,15.23
P161593,8.96
P161594,6.45
P161595,11.27
P161596,14.64
P161597,14.55
P161598,9.65
P161599,11.64
P161600,7.59
P161601,17.07
P161602,6.59
P161603,8.84
P161604,5.1
P161605,16.77
P161606,17.44
P161607,16.99
P161608,12.06
P161609,17.1
P161610,10.37
P161611,13.07
P161612,10.11
P161613,5.09
P161614,6.15
P161615,10.73
P161616,6.89
P161617,7.05
P161618,5.02
P161619,15.45
P161620,7.17
P161621,12.2
P161622,7.16
P161623,11.11
P161624,11.87
P161625,11.24
P161626,15.92
P161627,7.25
P161628,17.33
P161629,7.86
P161630,6.25
P161631,12.48
P161632,12.02
P161633,4.12
P161634,17.7
P161635,5.13
P161636,11.82
P161637,9.53
P161638,4.68
P161639,8.05
P161640,17.7
P161641,17.55
P161642,9.31
P161643,8.63
P161644,13.16
P161645,17.97
P161646,11.84
P161647,9.72
P161648,14.2
P161649,8.16
P161650,7.41
P161651,13.94
P161652,16.54
P161653,5.41
P161654,8.69
P161655,11.23
P161656,7.0
P161657,11.34
P161658,12.82
P161659,7.88
P161660,17.28
P161661,9.76
P161662,4.09
P161663,15.73
P161664,14.9
P161665,14.14
P161666,9.89
P161667,15.4
P161668,7.47
P161669,4.18
P161670,6.31
P161671,6.43
P161672,5.55
P161673,16.2
P161674,14.0
P161675,4.18
P161676,16.81
P161677,10.87
P161678,8.34
P161679,6.54
P161680,14.67
P161681,14.29
P161682,9.43
P161683,4.48
P161684,7.55
P161685,5.39
P161686,7.59
P161687,5.79
P161688,13.8
P161689,10.64
P161690,7.74
P161691,5.13
P161692,11.09
P161693,5.88
P161694,17.7
P161695,10.12
P161696,9.74
P161697,10.38
P161698,10.01
P161699,6.56
P161700,11.85
P161701,10.03
P161702,6.68
P161703,8.28
P161704,14.96
P161705,8.18
P161706,8.06
P161707,9.21
P161708,11.67
P161709,11.89
P161710,17.38
P161711,4.23
P161712,14.36
P161713,4.06
P161714,17.37
P161715,9.75
P161716,16.93
P161717,5.91
P161718,9.96
P161719,5.66
P161720,15.0
P161721,12.83
P161722,4.26
P161723,9.74
P161724,10.59
P161725,7.14
P161726,11.23
P161727,10.11
P161728,5.92
P161729,9.01
P161730,13.74
P161731,15.44
P161732,15.65
P161733,5.57
P161734,16.74
P161735,15.12
P161736,9.67
P161737,17.71
P161738,14.35
P161739,9.01
P161740,6.29
P161741,13.05
P161742,17.14
P161743,6.59
P161744,10.96
P161745,4.5
P161746,9.02
P161747,11.1
P161748,13.28
P161749,4.76
P161750,14.2
P161751,4.04
P161752,8.07
P161753,15.39
P161754,7.65
P161755,4.65
P161756,15.33
P161757,17.19
P161758,17.91
P161759,15.09
P161760,17.36
P161761,4.66
P161762,6.88
P161763,5.03
P161764,7.15
P161765,11.47
P161766,11.26
P161767,10.13
P161768,8.12
P161769,12.45
P161770,10.41
P161771,6.38
P161772,12.4
P161773,15.37
P161774,14.54
P161775,4.21
P161776,4.36
P161777,12.7
P161778,13.02
P161779,6.28
P161780,17.05
P161781,17.5
P161782,6.91
P161783,4.36
P161784,17.65
P161785,5.48
P161786,4.92
P161787,16.99
P161788,5.58
P161789,7.04
P161790,7.7
P161791,7.83
P161792,15.21
P161793,9.98
P161794,13.61
P161795,17.5
P161796,8.74
P161797,13.77
P161798,17.5
P161799,13.07
P161800,16.12
P161801,9.94
P161802,14.69
P161803,6.82
P161804,14.82
P161805,8.53
P161806,4.98
P161807,8.47
P161808,5.63
P161809,5.15
P161810,17.59
P161811,6.25
P161812,8.6
P161813,7.94
P161814,14.59
P161815,10.45
P161816,9.06
P161817,15.98
P161818,10.78
P161819,13.2
P161820,9.75
P161821,9.53
P161822,4.62
P161823,8.46
P161824,5.43
P161825,5.84
P161826,5.3
P161827,16.21
P161828,12.11
P161829,9.15
P161830,6.39
P161831,12.87
P161832,10.9
P161833,6.64
P161834,13.97
P161835,14.27
P161836,4.24
P161837,6.21
P161838,9.18
P161839,5.77
P161840,14.82
P161841,17.35
P161842,7.46
P161843,10.0
P161844,11.82
P161845,7.95
P161846,17.16
P161847,13.82
P161848,4.55
P161849,14.31
P161850,10.78
P161851,6.55
P161852,14.5
P161853,13.95
P161854,13.61
P161855,8.55
P161856,10.81
P161857,11.14
P161858,4.22
P161859,4.91
P161860,16.33
P161861,15.91
P161862,5.9
P161863,9.89
P161864,4.56
P161865,16.46
P161866,4.31
P161867,8.57
P161868,12.1
P161869,17.89
P161870,17.88
P161871,15.71
P161872,10.21
P161873,11.0
P161874,14.61
P161875,12.3
P161876,10.22
P161877,16.89
P161878,11.33
P161879,10.19
P161880,12.7
P161881,9.88
P161882,14.56
P161883,14.22
P161884,9.13
P161885,11.17
P161886,12.36
P161887,14.42
P161888,5.66
P161889,11.49
P161890,17.52
P161891,6.58
P161892,16.84
P161893,16.16
P161894,10.47
P161895,9.1
P161896,5.27
P161897,5.26
P161898,14.4
P161899,14.5
P161900,13.46
P161901,14.39
P161902,4.25
P161903,11.37
P161904,11.41
P161905,15.25
P161906,5.42
P161907,17.39
P161908,14.87
P161909,8.19
P161910,12.2
P161911,7.94
P161912,11.12
P161913,17.39
P161914,15.06
P161915,10.08
P161916,10.96
P161917,10.85
P161918,4.01
P161919,17.03
P161920,16.73
P161921,9.8
P161922,13.87
P161923,10.09
P161924,13.75
P161925,4.51
P161926,16.63
P161927,12.68
P161928,11.37
P161929,15.44
P161930,13.83
P161931,8.45
P161932,4.62
P161933,15.02
P161934,16.93
P161935,11.54
P161936,5.38
P161937,8.99
P161938,7.31
P161939,13.24
P161940,10.9
P161941,12.14
P161942,11.42
P161943,13.64
P161944,17.14
P161945,4.91
P161946,14.51
P161947,15.04
P161948,4.95
P161949,13.26
P161950,15.77
P161951,8.87
P161952,15.67
P161953,17.68
P161954,4.99
P161955,15.07
P161956,15.26
P161957,7.28
P161958,13.02
P161959,14.14
P161960,6.89
P161961,12.43
P161962,5.77
P161963,6.94
P161964,13.14
P161965,12.67
P161966,17.94
P161967,10.22
P161968,6.59
P161969,16.83
P161970,6.99
P161971,6.18
P161972,17.79
P161973,9.93
P161974,7.5
P161975,16.28
P161976,12.09
P161977,8.48
P161978,15.77
P161979,10.58
P161980,12.18
P161981,8.43
P161982,17.39
P161983,8.56
P161984,14.53
P161985,17.41
P161986,12.18
P161987,13.75
P161988,14.16
P161989,5.68
P161990,6.78
P161991,12.96
P161992,6.12
P161993,16.25
P161994,7.06
P161995,12.27
P161996,11.88
P161997,4.95
P161998,12.38
P161999,14.87
P162000,9.34
P162001,14.38
P162002,15.45
P162003,16.26
P162004,11.83
P162005,14.89
P162006,14.33
P162007,17.52
P162008,16.7
P162009,13.42
P162010,6.22
P162011,6.43
P162012,7.13
P162013,10.29
P162014,14.3
P162015,8.72
P162016,15.45
P162017,5.54
P162018,14.66
P162019,6.23
P162020,6.33
P162021,7.24
P162022,6.46
P162023,10.29
P162024,16.84
P162025,15.41
P162026,4.58
P162027,13.67
P162028,12.63
P162029,16.76
P162030,10.15
P162031,5.04
P162032,13.24
P162033,4.81
P162034,11.16
P162035,11.46
P162036,7.6
P162037,9.45
P162038,14.6
P162039,11.63
P162040,9.54
P162041,6.97
P162042,6.37
P162043,6.56
P162044,12.38
P162045,6.22
P162046,17.22
P162047,7.51
P162048,11.77
P162049,11.91
P162050,16.77
P162051,14.25
P162052,15.34
P162053,12.5
P162054,10.99
P162055,7.01
P162056,16.33
P162057,15.13
P162058,6.51
P162059,11.29
P162060,7.6
P162061,12.92
P162062,4.21
P162063,8.86
P162064,12.47
P162065,5.03
P162066,6.59
P162067,17.83
P162068,6.39
P162069,8.39
P162070,12.36
P162071,11.91
P162072,10.15
P162073,11.4
P162074,4.58
P162075,16.56
P162076,15.65
P162077,4.1
P162078,6.49
P162079,6.89
P162080,13.56
P162081,10.04
P162082,5.26
P162083,5.59
P162084,4.78
P162085,6.14
P162086,10.77
P162087,13.54
P162088,17.31
P162089,7.25
P162090,17.23
P162091,9.68
P162092,7.48
P162093,4.83
P162094,4.08
P162095,15.75
P162096,13.92
P162097,5.76
P162098,11.89
P162099,11.9
P162100,14.69
P162101,5.34
P162102,14.17
P162103,11.57
P162104,15.91
P162105,16.34
P162106,10.93
P162107,11.86
P162108,11.75
P162109,6.65
P162110,15.17
P162111,16.25
P162112,8.06
P162113,13.53
P162114,16.65
P162115,9.68
P162116,14.66
P162117,15.9
P162118,17.56
P162119,14.23
P162120,16.0
P162121,6.21
P162122,5.11
P162123,8.34
P162124,11.06
P162125,16.62
P162126,6.25
P162127,11.41
P162128,10.09
P162129,8.3
P162130,7.78
P162131,4.35
P162132,10.97
P162133,14.1
P162134,10.33
P162135,6.97
P162136,11.2
P162137,8.22
P162138,7.35
P162139,6.02
P162140,10.93
P162141,10.9
P162142,11.36
P162143,17.69
P162144,10.84
P162145,4.91
P162146,14.89
P162147,4.1
P162148,4.86
P162149,14.04
P162150,7.14
P162151,6.75
P162152,15.52
P162153,14.6
P162154,8.68
P162155,16.79
P162156,8.25
P162157,16.98
P162158,15.48
P162159,12.43
P162160,7.49
P162161,7.08
P162162,14.99
P162163,9.4
P162164,7.88
P162165,4.38
P162166,5.89
P162167,4.76
P162168,12.73
P162169,16.01
P162170,7.94
P162171,10.69
P162172,14.99
P162173,8.89
P162174,6.79
P162175,11.62
P162176,9.12
P162177,16.24
P162178,11.11
P162179,10.96
P162180,8.69
P162181,9.46
P162182,10.69
P162183,11.97
P162184,10.84
P162185,7.98
P162186,10.42
P162187,6.26
P162188,13.62
P162189,5.68
P162190,4.1
P162191,12.36
P162192,5.36
P162193,9.44
P162194,8.1
P162195,17.08
P162196,6.07
P162197,9.19
P162198,4.2
P162199,17.93
P162200,6.17
P162201,13.76
P162202,9.85
P162203,11.4
P162204,4.3
P162205,10.58
P162206,9.18
P162207,15.1
P162208,12.21
P162209,13.09
P162210,4.36
P162211,16.57
P162212,12.57
P162213,8.85
P162214,8.92
P162215,5.71
P162216,14.57
P162217,17.93
P162218,5.79
P162219,11.64
P162220,5.05
P162221,8.83
P162222,12.4
P162223,10.74
P162224,4.43
P162225,14.08
P162226,15.26
P162227,9.58
P162228,16.03
P162229,10.98
P162230,4.28
P162231,14.84
P162232,16.22
P162233,7.45
P162234,6.16
P162235,14.09
P162236,4.17
P162237,12.93
P162238,15.23
P162239,8.25
P162240,8.37
P162241,13.14
P162242,10.16
P162243,7.87
P162244,9.6
P162245,4.49
P162246,7.73
P162247,15.7
P162248,8.42
P162249,6.89
P162250,5.47
P162251,17.35
P162252,16.83
P162253,7.75
P162254,10.9
P162255,7.99
P162256,7.52
P162257,8.5
P162258,12.53
P162259,4.41
P162260,16.69
P162261,6.31
P162262,15.63
P162263,8.98
P162264,8.36
P162265,13.16
P162266,4.94
P162267,7.24
P162268,12.48
P162269,4.91
P162270,13.67
P162271,8.51
P162272,11.37
P162273,14.08
P162274,8.53
P162275,14.67
P162276,8.56
P162277,10.39
P162278,4.96
P162279,7.77
P162280,10.39
P162281,15.91
P162282,17.72
P162283,17.76
P162284,6.46
P162285,6.56
P162286,6.58
P162287,12.09
P162288,9.27
P162289,9.81
P162290,10.41
P162291,16.85
P162292,4.84
P162293,14.5
P162294,16.83
P162295,7.84
P162296,5.04
P162297,13.74
P162298,9.56
P162299,11.3
P162300,13.12
P162301,11.96
P162302,6.07
P162303,6.91
P162304,5.34
P162305,15.34
P162306,17.27
P162307,16.13
P162308,17.85
P162309,15.76
P162310,15.34
P162311,12.73
P162312,4.87
P162313,16.61
P162314,7.16
P162315,10.9
P162316,9.31
P162317,4.4
P162318,10.7
P162319,11.45
P162320,8.98
P162321,13.19
P162322,12.31
P162323,7.25
P162324,8.84
P162325,8.7
P162326,4.64
P162327,10.53
P162328,11.46
P162329,8.08
P162330,16.26
P162331,6.0
P162332,10.67
P162333,11.2
P162334,15.54
P162335,5.76
P162336,5.97
P162337,10.66
P162338,12.17
P162339,14.79
P162340,5.11
P162341,15.24
P162342,5.35
P162343,13.23
P162344,11.1
P162345,7.45
P162346,15.72
P162347,11.07
P162348,13.17
P162349,4.07
P162350,8.18
P162351,14.91
P162352,13.74
P162353,4.42
P162354,4.26
P162355,5.41
P162356,11.69
P162357,8.11
P162358,12.77
P162359,16.84
P162360,10.58
P162361,16.61
P162362,14.52
P162363,11.91
P162364,7.53
P162365,7.99
P162366,17.82
P162367,12.23
P162368,5.09
P162369,7.54
P162370,13.84
P162371,9.9
P162372,4.99
P162373,14.22
P162374,5.02
P162375,11.64
P162376,8.11
P162377,4.71
P162378,15.09
P162379,12.64
P162380,14.87
P162381,9.34
P162382,13.29
P162383,9.29
P162384,10.17
P162385,14.73
P162386,14.02
P162387,10.52
P162388,10.81
P162389,17.82
P162390,17.45
P162391,6.18
P162392,14.16
P162393,17.4
P162394,15.99
P162395,11.43
P162396,4.12
P162397,4.02
P162398,10.64
P162399,15.38
P162400,15.91
P162401,12.44
P162402,12.28
P162403,9.85
P162404,10.61
P162405,8.83
P162406,5.52
P162407,6.83
P162408,15.45
P162409,8.42
P162410,9.75
P162411,15.38
P162412,4.42
P162413,14.85
P162414,9.22
P162415,17.92
P162416,12.7
P162417,17.31
P162418,8.64
P162419,16.82
P162420,15.47
P162421,9.3
P162422,9.78
P162423,4.37
P162424,11.15
P162425,5.07
P162426,7.91
P162427,5.47
P162428,9.84
P162429,12.72
P162430,12.68
P162431,5.03
P162432,16.6
P162433,4.6
P162434,17.12
P162435,11.52
P162436,15.89
P162437,12.36
P162438,13.77
P162439,4.89
P162440,11.33
P162441,16.02
P162442,12.09
P162443,14.36
P162444,16.89
P162445,12.98
P162446,16.75
P162447,7.34
P162448,16.68
P162449,10.47
P162450,8.06
P162451,14.84
P162452,4.07
P162453,8.77
P162454,11.32
P162455,8.38
P162456,10.14
P162457,5.59
P162458,14.01
P162459,7.62
P162460,17.31
P162461,13.92
P162462,14.46
P162463,5.4
P162464,17.39
P162465,9.35
P162466,4.16
P162467,7.18
P162468,13.38
P162469,9.59
P162470,14.69
P162471,17.47
P162472,11.28
P162473,16.79
P162474,11.54
P162475,6.27
P162476,8.0
P162477,6.52
P162478,7.46
P162479,8.07
P162480,11.27
P162481,6.03
P162482,12.96
P162483,8.56
P162484,16.02
P162485,13.46
P162486,11.44
P162487,13.33
P162488,10.66
P162489,9.26
P162490,14.34
P162491,12.55
P162492,17.24
P162493,17.67
P162494,15.11
P162495,5.9
P162496,10.53
P162497,10.51
P162498,10.22
P162499,12.65
P162500,15.39
P162501,5.52
P162502,8.9
P162503,8.56
P162504,6.28
P162505,9.3
P162506,16.42
P162507,15.06
P162508,5.98
P162509,14.48
P162510,6.09
P162511,15.97
P162512,17.64
P162513,12.01
P162514,16.18
P162515,8.92
P162516,4.62
P162517,8.73
P162518,7.57
P162519,15.43
P162520,13.95
P162521,16.6
P162522,14.88
P162523,16.28
P162524,11.6
P162525,4.13
P162526,7.98
P162527,17.41
P162528,10.75
P162529,12.25
P162530,10.56
P162531,4.0
P162532,14.83
P162533,4.38
P162534,13.17
P162535,6.8
P162536,14.88
P162537,17.37
P162538,10.29
P162539,8.55
P162540,6.39
P162541,10.71
P162542,12.52
P162543,15.13
P162544,5.76
P162545,12.41
P162546,14.76
P162547,10.92
P162548,5.38
P162549,14.82
P162550,16.05
P162551,13.04
P162552,12.9
P162553,14.05
P162554,15.81
P162555,13.76
P162556,4.26
P162557,5.77
P162558,13.92
P162559,9.04
P162560,5.76
P162561,14.52
P162562,5.04
P162563,11.41
P162564,9.36
P162565,5.98
P162566,12.88
P162567,5.56
P162568,8.47
P162569,7.9
P162570,17.09
P162571,16.85
P162572,15.43
P162573,4.26
P162574,12.09
P162575,17.39
P162576,8.42
P162577,6.02
P162578,8.56
P162579,5.32
P162580,9.86
P162581,5.92
P162582,13.62
P162583,16.72
P162584,7.61
P162585,5.8
P162586,4.15
P162587,15.95
P162588,6.57
P162589,4.94
P162590,11.72
P162591,6.52
P162592,6.63
P162593,5.84
P162594,13.04
P162595,5.7
P162596,4.1
P162597,7.13
P162598,10.52
P162599,10.35
P162600,14.7
P162601,16.48
P162602,12.8
P162603,10.99
P162604,14.32
P162605,7.65
P162606,11.67
P162607,17.88
P162608,15.98
P162609,13.67
P162610,14.43
P162611,10.13
P162612,15.01
P162613,7.67
P162614,4.99
P162615,16.14
P162616,16.27
P162617,7.41
P162618,10.68
P162619,12.99
P162620,12.16
P162621,14.92
P162622,6.51
P162623,12.29
P162624,10.27
P162625,12.69
P162626,13.82
P162627,15.26
P162628,7.71
P162629,16.42
P162630,16.41
P162631,12.01
P162632,8.85
P162633,9.73
P162634,6.68
P162635,15.35
P162636,17.06
P162637,6.88
P162638,14.88
P162639,7.95
P162640,4.26
P162641,11.09
P162642,17.17
P162643,7.57
P162644,11.26
P162645,10.02
P162646,16.33
P162647,17.81
P162648,13.82
P162649,13.89
P162650,12.6
P162651,15.03
P162652,8.1
P162653,4.19
P162654,5.14
P162655,8.23
P162656,4.68
P162657,11.01
P162658,9.78
P162659,10.0
P162660,14.11
P162661,8.45
P162662,11.76
P162663,9.27
P162664,13.52
P162665,4.36
P162666,5.19
P162667,12.9
P162668,5.04
P162669,6.74
P162670,13.69
P162671,15.21
P162672,5.98
P162673,12.89
P162674,8.89
P162675,7.33
P162676,15.29
P162677,16.94
P162678,15.59
P162679,9.42
P162680,4.59
P162681,7.05
P162682,14.11
P162683,10.35
P162684,15.18
P162685,14.12
P162686,13.61
P162687,13.69
P162688,10.98
P162689,4.58
P162690,9.0
P162691,15.1
P162692,10.34
P162693,4.57
P162694,10.05
P162695,14.58
P162696,14.36
P162697,13.05
P162698,10.85
P162699,12.13
P162700,13.73
P162701,14.35
P162702,15.36
P162703,6.37
P162704,14.25
P162705,11.84
P162706,5.97
P162707,13.25
P162708,6.91
P162709,4.09
P162710,8.88
P162711,15.79
P162712,6.57
P162713,17.72
P162714,8.32
P162715,14.47
P162716,8.01
P162717,15.29
P162718,13.16
P162719,16.32
P162720,17.56
P162721,16.76
P162722,4.73
P162723,4.87
P162724,5.72
P162725,9.89
P162726,13.97
P162727,14.17
P162728,6.01
P162729,6.55
P162730,5.97
P162731,11.69
P162732,17.54
P162733,10.94
P162734,12.1
P162735,6.79
P162736,4.58
P162737,4.63
P162738,16.55
P162739,12.8
P162740,11.85
P162741,11.14
P162742,17.88
P162743,15.33
P162744,16.25
P162745,4.84
P162746,13.83
P162747,11.99
P162748,8.65
P162749,14.86
P162750,13.85
P162751,15.92
P162752,14.58
P162753,10.32
P162754,6.89
P162755,9.43
P162756,6.86
P162757,8.91
P162758,6.17
P162759,8.61
P162760,7.16
P162761,14.15
P162762,8.66
P162763,13.05
P162764,14.35
P162765,9.14
P162766,4.94
P162767,10.39
P162768,7.75
P162769,8.19
P162770,16.68
P162771,13.0
P162772,12.16
P162773,13.97
P162774,7.14
P162775,11.61
P162776,12.7
P162777,9.38
P162778,7.05
P162779,15.05
P162780,16.84
P162781,15.82
P162782,7.27
P162783,10.02
P162784,15.16
P162785,15.26
P162786,5.21
P162787,9.77
P162788,13.35
P162789,8.73
P162790,8.32
P162791,16.04
P162792,11.46
P162793,14.72
P162794,5.94
P162795,7.05
P162796,11.36
P162797,13.33
P162798,13.2
P162799,7.51
P162800,11.05
P162801,4.91
P162802,10.48
P162803,15.91
P162804,8.86
P162805,5.21
P162806,16.73
P162807,11.23
P162808,5.71
P162809,8.37
P162810,9.11
P162811,8.94
P162812,10.81
P162813,8.52
P162814,10.54
P162815,9.21
P162816,15.3
P162817,4.7
P162818,13.54
P162819,10.27
P162820,6.67
P162821,10.72
P162822,8.26
P162823,5.07
P162824,8.75
P162825,4.04
P162826,8.86
P162827,10.68
P162828,17.11
P162829,17.54
P162830,10.5
P162831,13.2
P162832,10.74
P162833,4.06
P162834,9.85
P162835,7.69
P162836,14.31
P162837,7.55
P162838,5.91
P162839,10.11
P162840,15.9
P162841,13.05
P162842,15.39
P162843,7.27
P162844,17.13
P162845,6.05
